Position	Counts	End
-20	195	5
-19	92	5
-18	118	5
-17	146	5
-16	127	5
-15	117	5
-14	98	5
-13	103	5
-12	81	5
-11	95	5
-10	145	5
-9	383	5
-8	5560	5
-7	18665	5
-6	3710	5
-5	4172	5
-4	7050	5
-3	1499	5
-2	1952	5
-1	2735	5
0	996	5
1	1895	5
2	4895	5
3	1244	5
4	574	5
5	7956	5
6	373	5
7	1032	5
8	2317	5
9	936	5
10	1339	5
11	1672	5
12	630	5
13	1141	5
14	2066	5
15	578	5
16	1437	5
17	2223	5
18	663	5
19	1314	5
20	1768	5
21	689	5
22	1336	5
23	1837	5
24	650	5
25	1473	5
-20	2585	3
-19	918	3
-18	1689	3
-17	2495	3
-16	1200	3
-15	3969	3
-14	4121	3
-13	2020	3
-12	322	3
-11	334	3
-10	282	3
-9	168	3
-8	168	3
-7	176	3
-6	102	3
-5	74	3
-4	129	3
-3	61	3
-2	89	3
-1	89	3
0	107	3
1	59	3
2	31	3
3	45	3
4	58	3
5	41	3
6	35	3
7	42	3
8	38	3
9	48	3
10	34	3
11	29	3
12	47	3
13	30	3
14	34	3
15	27	3
16	30	3
17	45	3
18	19	3
19	29	3
20	30	3
21	23	3
22	16	3
23	21	3
24	29	3
25	23	3
