Position	Counts	End
-20	1699	5
-19	1508	5
-18	1546	5
-17	1642	5
-16	1543	5
-15	1321	5
-14	1122	5
-13	1169	5
-12	1084	5
-11	994	5
-10	2137	5
-9	28229	5
-8	99754	5
-7	156914	5
-6	26725	5
-5	33291	5
-4	35503	5
-3	10940	5
-2	21031	5
-1	20418	5
0	14707	5
1	22927	5
2	27210	5
3	13262	5
4	7564	5
5	57093	5
6	4931	5
7	12579	5
8	24548	5
9	12780	5
10	18895	5
11	16889	5
12	8036	5
13	18012	5
14	21052	5
15	8072	5
16	19326	5
17	22219	5
18	8603	5
19	17325	5
20	17718	5
21	9849	5
22	19035	5
23	19814	5
24	9060	5
25	20280	5
-20	22267	3
-19	10245	3
-18	22351	3
-17	19019	3
-16	16001	3
-15	72204	3
-14	40790	3
-13	12487	3
-12	4954	3
-11	4841	3
-10	3643	3
-9	2715	3
-8	2757	3
-7	2341	3
-6	1567	3
-5	1368	3
-4	1615	3
-3	821	3
-2	1253	3
-1	1196	3
0	1500	3
1	1015	3
2	655	3
3	711	3
4	746	3
5	595	3
6	559	3
7	520	3
8	549	3
9	483	3
10	394	3
11	392	3
12	510	3
13	435	3
14	469	3
15	428	3
16	434	3
17	486	3
18	321	3
19	301	3
20	306	3
21	285	3
22	272	3
23	278	3
24	249	3
25	263	3
