Position	Counts	End
-20	299	5
-19	134	5
-18	138	5
-17	169	5
-16	159	5
-15	146	5
-14	124	5
-13	140	5
-12	146	5
-11	117	5
-10	194	5
-9	1846	5
-8	32833	5
-7	91280	5
-6	18842	5
-5	7660	5
-4	10639	5
-3	7979	5
-2	1807	5
-1	2607	5
0	1739	5
1	2885	5
2	3880	5
3	1361	5
4	552	5
5	8697	5
6	217	5
7	855	5
8	1823	5
9	803	5
10	1483	5
11	1928	5
12	1140	5
13	1346	5
14	2482	5
15	857	5
16	1495	5
17	2492	5
18	919	5
19	1374	5
20	2452	5
21	989	5
22	1879	5
23	2568	5
24	1053	5
25	1831	5
-20	835	3
-19	281	3
-18	468	3
-17	748	3
-16	372	3
-15	1038	3
-14	926	3
-13	493	3
-12	88	3
-11	103	3
-10	114	3
-9	128	3
-8	34	3
-7	42	3
-6	16	3
-5	20	3
-4	30	3
-3	23	3
-2	41	3
-1	23	3
0	33	3
1	38	3
2	34	3
3	13	3
4	12	3
5	17	3
6	14	3
7	16	3
8	18	3
9	5	3
10	17	3
11	11	3
12	11	3
13	19	3
14	13	3
15	18	3
16	18	3
17	14	3
18	15	3
19	22	3
20	16	3
21	11	3
22	14	3
23	6	3
24	6	3
25	10	3
