Position	Counts	End
-20	1397	5
-19	1052	5
-18	1134	5
-17	1289	5
-16	1326	5
-15	1423	5
-14	1287	5
-13	1222	5
-12	1171	5
-11	1257	5
-10	1125	5
-9	1229	5
-8	1239	5
-7	1194	5
-6	1233	5
-5	1043	5
-4	1126	5
-3	1158	5
-2	1169	5
-1	1135	5
0	1183	5
1	1416	5
2	1292	5
3	1179	5
4	1106	5
5	1351	5
6	1699	5
7	886	5
8	1150	5
9	982	5
10	1249	5
11	1313	5
12	1154	5
13	1201	5
14	1170	5
15	1170	5
16	1212	5
17	1319	5
18	1237	5
19	1207	5
20	1296	5
21	1191	5
22	1294	5
23	1278	5
24	1063	5
25	1430	5
-20	2685	3
-19	2731	3
-18	2560	3
-17	2569	3
-16	2512	3
-15	2793	3
-14	2462	3
-13	2181	3
-12	2450	3
-11	2546	3
-10	2541	3
-9	2633	3
-8	2605	3
-7	2505	3
-6	2438	3
-5	2559	3
-4	2366	3
-3	2212	3
-2	2566	3
-1	2594	3
0	2439	3
1	2672	3
2	3470	3
3	2387	3
4	2588	3
5	2588	3
6	2731	3
7	2582	3
8	2732	3
9	2501	3
10	2719	3
11	2741	3
12	2842	3
13	2654	3
14	2648	3
15	2649	3
16	2661	3
17	2576	3
18	2774	3
19	3127	3
20	2722	3
21	2736	3
22	2873	3
23	2666	3
24	2835	3
25	2837	3
