Position	Counts	End
-20	1281	5
-19	1443	5
-18	1626	5
-17	1827	5
-16	2313	5
-15	2194	5
-14	2040	5
-13	1995	5
-12	1969	5
-11	2259	5
-10	1933	5
-9	2057	5
-8	2021	5
-7	2343	5
-6	2070	5
-5	2003	5
-4	2010	5
-3	1925	5
-2	1852	5
-1	1880	5
0	1705	5
1	1767	5
2	1767	5
3	1981	5
4	1467	5
5	1945	5
6	2862	5
7	1692	5
8	1458	5
9	1688	5
10	2125	5
11	1991	5
12	2078	5
13	2162	5
14	2269	5
15	2013	5
16	2082	5
17	2048	5
18	1914	5
19	2014	5
20	1930	5
21	1949	5
22	2106	5
23	1834	5
24	1952	5
25	1986	5
-20	3006	3
-19	3022	3
-18	3181	3
-17	2897	3
-16	3243	3
-15	3255	3
-14	2887	3
-13	2656	3
-12	2788	3
-11	2738	3
-10	2805	3
-9	2999	3
-8	2823	3
-7	2758	3
-6	3024	3
-5	3002	3
-4	2832	3
-3	2827	3
-2	2981	3
-1	2747	3
0	3221	3
1	3219	3
2	2868	3
3	3086	3
4	3567	3
5	3032	3
6	3152	3
7	3267	3
8	3221	3
9	3153	3
10	3061	3
11	3061	3
12	3279	3
13	3314	3
14	3408	3
15	3378	3
16	3322	3
17	3223	3
18	3247	3
19	3285	3
20	3306	3
21	3243	3
22	3276	3
23	3473	3
24	3600	3
25	3587	3
