Position	Counts	End
-20	792	5
-19	766	5
-18	805	5
-17	721	5
-16	711	5
-15	931	5
-14	727	5
-13	817	5
-12	803	5
-11	789	5
-10	802	5
-9	3416	5
-8	44822	5
-7	44704	5
-6	7911	5
-5	16513	5
-4	21179	5
-3	11201	5
-2	16155	5
-1	14050	5
0	6502	5
1	20981	5
2	15957	5
3	4546	5
4	17761	5
5	25808	5
6	5293	5
7	16559	5
8	12657	5
9	4252	5
10	15983	5
11	15992	5
12	4756	5
13	13228	5
14	16092	5
15	5409	5
16	13646	5
17	15939	5
18	4805	5
19	13054	5
20	14956	5
21	4735	5
22	14372	5
23	15089	5
24	4744	5
25	13297	5
-20	9208	3
-19	2484	3
-18	8834	3
-17	10306	3
-16	3032	3
-15	8855	3
-14	9489	3
-13	2047	3
-12	1589	3
-11	2194	3
-10	1296	3
-9	1249	3
-8	1266	3
-7	705	3
-6	546	3
-5	605	3
-4	326	3
-3	341	3
-2	527	3
-1	256	3
0	115	3
1	84	3
2	96	3
3	61	3
4	71	3
5	76	3
6	69	3
7	50	3
8	68	3
9	66	3
10	51	3
11	80	3
12	61	3
13	81	3
14	69	3
15	75	3
16	84	3
17	101	3
18	68	3
19	85	3
20	62	3
21	50	3
22	68	3
23	74	3
24	52	3
25	52	3
