Position	Counts	End
-20	666	5
-19	669	5
-18	797	5
-17	758	5
-16	892	5
-15	820	5
-14	736	5
-13	763	5
-12	724	5
-11	1189	5
-10	8836	5
-9	95208	5
-8	173857	5
-7	110314	5
-6	28901	5
-5	31390	5
-4	20261	5
-3	17968	5
-2	33426	5
-1	19616	5
0	30203	5
1	33638	5
2	21807	5
3	28351	5
4	13991	5
5	48819	5
6	8581	5
7	15800	5
8	14333	5
9	16561	5
10	20222	5
11	10774	5
12	11201	5
13	17761	5
14	12458	5
15	8891	5
16	16637	5
17	11404	5
18	9044	5
19	13970	5
20	9167	5
21	10268	5
22	13917	5
23	9539	5
24	8455	5
25	14052	5
-20	5104	3
-19	6683	3
-18	9107	3
-17	4962	3
-16	5838	3
-15	9107	3
-14	3729	3
-13	499	3
-12	196	3
-11	166	3
-10	204	3
-9	152	3
-8	172	3
-7	156	3
-6	136	3
-5	136	3
-4	157	3
-3	84	3
-2	109	3
-1	127	3
0	179	3
1	118	3
2	78	3
3	108	3
4	128	3
5	84	3
6	109	3
7	101	3
8	95	3
9	98	3
10	72	3
11	88	3
12	102	3
13	90	3
14	88	3
15	127	3
16	145	3
17	101	3
18	90	3
19	75	3
20	104	3
21	124	3
22	101	3
23	100	3
24	118	3
25	96	3
