Position	Counts	End
-20	1273	5
-19	1116	5
-18	1203	5
-17	1149	5
-16	948	5
-15	1046	5
-14	840	5
-13	925	5
-12	941	5
-11	933	5
-10	3880	5
-9	16030	5
-8	29655	5
-7	19097	5
-6	10206	5
-5	17986	5
-4	11842	5
-3	8582	5
-2	17913	5
-1	12343	5
0	14461	5
1	23046	5
2	11195	5
3	24139	5
4	11719	5
5	31929	5
6	7944	5
7	11579	5
8	12530	5
9	11976	5
10	19395	5
11	11261	5
12	8614	5
13	19207	5
14	14384	5
15	8921	5
16	18083	5
17	14029	5
18	10653	5
19	17322	5
20	12226	5
21	10766	5
22	17962	5
23	12520	5
24	10157	5
25	17799	5
-20	13173	3
-19	10378	3
-18	15341	3
-17	11573	3
-16	20494	3
-15	41770	3
-14	30218	3
-13	6342	3
-12	3731	3
-11	3418	3
-10	3671	3
-9	3609	3
-8	3746	3
-7	2799	3
-6	2405	3
-5	2085	3
-4	2106	3
-3	1276	3
-2	1550	3
-1	1273	3
0	1690	3
1	1512	3
2	946	3
3	901	3
4	861	3
5	785	3
6	680	3
7	654	3
8	598	3
9	505	3
10	469	3
11	404	3
12	474	3
13	399	3
14	450	3
15	415	3
16	397	3
17	345	3
18	317	3
19	271	3
20	285	3
21	254	3
22	255	3
23	254	3
24	279	3
25	212	3
