Position	Counts	End
-20	2293	5
-19	2115	5
-18	1991	5
-17	1680	5
-16	1874	5
-15	1700	5
-14	1521	5
-13	1615	5
-12	1434	5
-11	2113	5
-10	23599	5
-9	157078	5
-8	351698	5
-7	182795	5
-6	36399	5
-5	55815	5
-4	31574	5
-3	21798	5
-2	50872	5
-1	29970	5
0	33535	5
1	65205	5
2	29179	5
3	47210	5
4	31544	5
5	67700	5
6	14540	5
7	27731	5
8	30114	5
9	25625	5
10	44661	5
11	25408	5
12	16705	5
13	42341	5
14	26686	5
15	17212	5
16	40620	5
17	26277	5
18	16463	5
19	35975	5
20	22647	5
21	19052	5
22	36766	5
23	22471	5
24	15519	5
25	33832	5
-20	8942	3
-19	8887	3
-18	15475	3
-17	10323	3
-16	6416	3
-15	12379	3
-14	8001	3
-13	861	3
-12	235	3
-11	278	3
-10	271	3
-9	222	3
-8	208	3
-7	168	3
-6	173	3
-5	161	3
-4	175	3
-3	132	3
-2	139	3
-1	179	3
0	191	3
1	175	3
2	107	3
3	110	3
4	134	3
5	117	3
6	96	3
7	112	3
8	118	3
9	126	3
10	106	3
11	130	3
12	107	3
13	97	3
14	134	3
15	187	3
16	460	3
17	192	3
18	119	3
19	136	3
20	119	3
21	108	3
22	154	3
23	151	3
24	166	3
25	149	3
