Position	Counts	End
-20	4412	5
-19	5132	5
-18	4837	5
-17	5259	5
-16	5689	5
-15	4616	5
-14	4633	5
-13	5269	5
-12	5004	5
-11	5322	5
-10	5167	5
-9	4784	5
-8	4969	5
-7	5763	5
-6	5374	5
-5	5060	5
-4	6052	5
-3	5064	5
-2	5579	5
-1	5898	5
0	5896	5
1	4819	5
2	6360	5
3	7755	5
4	2087	5
5	10240	5
6	2783	5
7	3800	5
8	5345	5
9	5173	5
10	4945	5
11	5606	5
12	5342	5
13	4946	5
14	6017	5
15	5200	5
16	5298	5
17	6103	5
18	5548	5
19	5186	5
20	5807	5
21	6012	5
22	5013	5
23	6230	5
24	6060	5
25	5344	5
-20	6957	3
-19	6997	3
-18	5293	3
-17	6659	3
-16	7669	3
-15	5825	3
-14	6950	3
-13	6877	3
-12	5342	3
-11	6994	3
-10	6676	3
-9	5528	3
-8	7091	3
-7	6744	3
-6	6197	3
-5	6302	3
-4	6058	3
-3	4125	3
-2	6710	3
-1	6564	3
0	7288	3
1	7783	3
2	6108	3
3	5159	3
4	6068	3
5	5348	3
6	6115	3
7	5703	3
8	5939	3
9	5869	3
10	5975	3
11	5833	3
12	5920	3
13	5749	3
14	6065	3
15	5922	3
16	5558	3
17	5752	3
18	5667	3
19	5824	3
20	6021	3
21	5743	3
22	5996	3
23	5544	3
24	5498	3
25	5558	3
