Position	Counts	End
-20	6188	5
-19	7733	5
-18	6698	5
-17	8056	5
-16	9831	5
-15	6455	5
-14	5973	5
-13	6982	5
-12	6215	5
-11	7871	5
-10	6223	5
-9	6106	5
-8	6689	5
-7	7599	5
-6	6606	5
-5	6291	5
-4	7030	5
-3	7046	5
-2	6812	5
-1	6372	5
0	6005	5
1	7728	5
2	8045	5
3	6804	5
4	6600	5
5	7501	5
6	5649	5
7	5291	5
8	5105	5
9	4426	5
10	5960	5
11	6304	5
12	5549	5
13	5240	5
14	6281	5
15	5441	5
16	6135	5
17	6202	5
18	5859	5
19	5748	5
20	6458	5
21	5336	5
22	5560	5
23	6152	5
24	5805	5
25	5789	5
-20	13464	3
-19	11829	3
-18	10716	3
-17	12235	3
-16	11180	3
-15	11613	3
-14	11194	3
-13	10552	3
-12	9619	3
-11	11589	3
-10	10245	3
-9	10551	3
-8	11526	3
-7	10480	3
-6	10156	3
-5	11808	3
-4	10261	3
-3	9061	3
-2	11758	3
-1	10561	3
0	10996	3
1	10945	3
2	17640	3
3	9668	3
4	10155	3
5	8808	3
6	9862	3
7	9982	3
8	9463	3
9	8961	3
10	9054	3
11	9771	3
12	9125	3
13	9428	3
14	9872	3
15	9387	3
16	8753	3
17	9744	3
18	9190	3
19	9246	3
20	9568	3
21	9378	3
22	9100	3
23	9292	3
24	8830	3
25	8890	3
