Position	Counts	End
-20	2332	5
-19	2151	5
-18	2218	5
-17	1947	5
-16	2001	5
-15	2012	5
-14	1864	5
-13	1570	5
-12	1646	5
-11	1194	5
-10	1865	5
-9	6811	5
-8	172873	5
-7	361193	5
-6	53134	5
-5	59132	5
-4	118759	5
-3	19929	5
-2	43218	5
-1	78914	5
0	15319	5
1	69404	5
2	86644	5
3	14727	5
4	41378	5
5	107056	5
6	18985	5
7	59102	5
8	84610	5
9	21606	5
10	49274	5
11	94765	5
12	18035	5
13	48172	5
14	102409	5
15	18820	5
16	45141	5
17	111037	5
18	18850	5
19	46631	5
20	95028	5
21	17557	5
22	47998	5
23	95647	5
24	18506	5
25	43215	5
-20	80915	3
-19	13782	3
-18	37641	3
-17	75649	3
-16	16678	3
-15	165197	3
-14	438963	3
-13	67724	3
-12	9470	3
-11	4624	3
-10	2613	3
-9	2040	3
-8	1544	3
-7	1375	3
-6	1248	3
-5	1076	3
-4	1057	3
-3	1109	3
-2	863	3
-1	749	3
0	781	3
1	857	3
2	611	3
3	576	3
4	481	3
5	550	3
6	479	3
7	432	3
8	399	3
9	370	3
10	330	3
11	342	3
12	347	3
13	292	3
14	329	3
15	282	3
16	371	3
17	427	3
18	286	3
19	272	3
20	261	3
21	247	3
22	272	3
23	327	3
24	321	3
25	313	3
