Position	Counts	End
-20	530	5
-19	542	5
-18	699	5
-17	628	5
-16	696	5
-15	850	5
-14	774	5
-13	883	5
-12	778	5
-11	753	5
-10	1839	5
-9	10636	5
-8	80197	5
-7	131024	5
-6	22411	5
-5	19170	5
-4	29768	5
-3	14095	5
-2	15847	5
-1	18734	5
0	7615	5
1	20250	5
2	19754	5
3	5893	5
4	12233	5
5	29848	5
6	10203	5
7	8339	5
8	18965	5
9	6277	5
10	15376	5
11	17572	5
12	5986	5
13	11515	5
14	19450	5
15	5283	5
16	12963	5
17	21273	5
18	6109	5
19	14433	5
20	20203	5
21	5686	5
22	14350	5
23	22194	5
24	6595	5
25	14567	5
-20	16330	3
-19	4160	3
-18	11514	3
-17	17104	3
-16	2847	3
-15	3298	3
-14	2985	3
-13	941	3
-12	509	3
-11	363	3
-10	221	3
-9	203	3
-8	185	3
-7	137	3
-6	120	3
-5	108	3
-4	157	3
-3	145	3
-2	104	3
-1	97	3
0	93	3
1	96	3
2	155	3
3	65	3
4	87	3
5	89	3
6	53	3
7	65	3
8	62	3
9	50	3
10	60	3
11	82	3
12	55	3
13	66	3
14	72	3
15	65	3
16	67	3
17	77	3
18	58	3
19	71	3
20	55	3
21	40	3
22	55	3
23	44	3
24	50	3
25	38	3
