Position	Counts	End
-20	64	5
-19	80	5
-18	63	5
-17	63	5
-16	88	5
-15	98	5
-14	101	5
-13	90	5
-12	68	5
-11	67	5
-10	214	5
-9	2824	5
-8	8265	5
-7	5437	5
-6	1423	5
-5	2379	5
-4	1999	5
-3	2044	5
-2	2451	5
-1	1617	5
0	1295	5
1	2586	5
2	1293	5
3	637	5
4	3806	5
5	2512	5
6	2293	5
7	3430	5
8	1292	5
9	1060	5
10	3110	5
11	1936	5
12	1198	5
13	2854	5
14	1843	5
15	1290	5
16	3015	5
17	2209	5
18	1625	5
19	4094	5
20	2846	5
21	2090	5
22	6368	5
23	3659	5
24	2170	5
25	5510	5
-20	3554	3
-19	1953	3
-18	5103	3
-17	2910	3
-16	2757	3
-15	11982	3
-14	8175	3
-13	1223	3
-12	731	3
-11	799	3
-10	398	3
-9	312	3
-8	325	3
-7	196	3
-6	153	3
-5	105	3
-4	109	3
-3	67	3
-2	68	3
-1	54	3
0	47	3
1	23	3
2	36	3
3	16	3
4	21	3
5	24	3
6	12	3
7	24	3
8	13	3
9	15	3
10	18	3
11	11	3
12	9	3
13	17	3
14	14	3
15	20	3
16	45	3
17	20	3
18	12	3
19	29	3
20	10	3
21	13	3
22	8	3
23	13	3
24	13	3
25	10	3
