Position	Counts	End
-20	5958	5
-19	6898	5
-18	6306	5
-17	6755	5
-16	6475	5
-15	6342	5
-14	6047	5
-13	6899	5
-12	7431	5
-11	6732	5
-10	6816	5
-9	6700	5
-8	6838	5
-7	8497	5
-6	7702	5
-5	7083	5
-4	8665	5
-3	7555	5
-2	8634	5
-1	8814	5
0	8013	5
1	7847	5
2	9309	5
3	10932	5
4	3091	5
5	15920	5
6	2995	5
7	4251	5
8	6253	5
9	6644	5
10	6722	5
11	7624	5
12	6717	5
13	6840	5
14	7952	5
15	7049	5
16	7667	5
17	8449	5
18	8118	5
19	6655	5
20	8467	5
21	7788	5
22	6555	5
23	8017	5
24	7289	5
25	6944	5
-20	8406	3
-19	8348	3
-18	5908	3
-17	7709	3
-16	8649	3
-15	6706	3
-14	8855	3
-13	7512	3
-12	6118	3
-11	8525	3
-10	7230	3
-9	6289	3
-8	8711	3
-7	7425	3
-6	7004	3
-5	8928	3
-4	7329	3
-3	5253	3
-2	8701	3
-1	7219	3
0	9032	3
1	9703	3
2	9514	3
3	5079	3
4	5959	3
5	5994	3
6	7126	3
7	6758	3
8	6786	3
9	6594	3
10	6618	3
11	6921	3
12	6751	3
13	7360	3
14	7049	3
15	6658	3
16	6480	3
17	7231	3
18	6657	3
19	6726	3
20	6951	3
21	6557	3
22	7034	3
23	6687	3
24	6626	3
25	6244	3
