Position	Counts	End
-20	6253	5
-19	5691	5
-18	7077	5
-17	5562	5
-16	5624	5
-15	5865	5
-14	4936	5
-13	4885	5
-12	4812	5
-11	3838	5
-10	8286	5
-9	86102	5
-8	667085	5
-7	902509	5
-6	120069	5
-5	144188	5
-4	168740	5
-3	48552	5
-2	104389	5
-1	128126	5
0	41616	5
1	161655	5
2	143370	5
3	43252	5
4	110779	5
5	213485	5
6	70128	5
7	87980	5
8	158518	5
9	44271	5
10	145593	5
11	154777	5
12	40589	5
13	119745	5
14	164410	5
15	35252	5
16	123107	5
17	168638	5
18	36655	5
19	124246	5
20	151965	5
21	39938	5
22	135930	5
23	161767	5
24	39982	5
25	120525	5
-20	63363	3
-19	14751	3
-18	57520	3
-17	70639	3
-16	12401	3
-15	22494	3
-14	21617	3
-13	3210	3
-12	1318	3
-11	1010	3
-10	840	3
-9	773	3
-8	589	3
-7	544	3
-6	528	3
-5	474	3
-4	545	3
-3	601	3
-2	520	3
-1	515	3
0	499	3
1	510	3
2	388	3
3	390	3
4	429	3
5	401	3
6	372	3
7	402	3
8	430	3
9	415	3
10	327	3
11	419	3
12	382	3
13	342	3
14	423	3
15	438	3
16	494	3
17	518	3
18	348	3
19	457	3
20	383	3
21	390	3
22	447	3
23	375	3
24	457	3
25	449	3
