Position	Counts	End
-20	1220	5
-19	1120	5
-18	1370	5
-17	1177	5
-16	1191	5
-15	1289	5
-14	1166	5
-13	1080	5
-12	1049	5
-11	869	5
-10	821	5
-9	4709	5
-8	142241	5
-7	205051	5
-6	20841	5
-5	34992	5
-4	50899	5
-3	10995	5
-2	32809	5
-1	42734	5
0	7003	5
1	55229	5
2	53378	5
3	6755	5
4	42323	5
5	80740	5
6	10446	5
7	50491	5
8	58952	5
9	10869	5
10	46048	5
11	60160	5
12	8706	5
13	41937	5
14	65513	5
15	8457	5
16	39241	5
17	67511	5
18	8728	5
19	41941	5
20	61278	5
21	8350	5
22	45179	5
23	67117	5
24	9409	5
25	43580	5
-20	26688	3
-19	3110	3
-18	17874	3
-17	28361	3
-16	3080	3
-15	7536	3
-14	11210	3
-13	1280	3
-12	466	3
-11	410	3
-10	325	3
-9	225	3
-8	245	3
-7	186	3
-6	149	3
-5	93	3
-4	131	3
-3	161	3
-2	108	3
-1	100	3
0	88	3
1	122	3
2	120	3
3	88	3
4	92	3
5	95	3
6	72	3
7	85	3
8	81	3
9	75	3
10	73	3
11	68	3
12	93	3
13	69	3
14	66	3
15	84	3
16	150	3
17	80	3
18	79	3
19	88	3
20	58	3
21	65	3
22	84	3
23	56	3
24	83	3
25	74	3
