Position	Counts	End
-20	540	5
-19	581	5
-18	535	5
-17	486	5
-16	422	5
-15	22764	5
-14	2898	5
-13	568	5
-12	484	5
-11	498	5
-10	815	5
-9	7037	5
-8	43156	5
-7	65700	5
-6	9318	5
-5	7798	5
-4	11979	5
-3	3477	5
-2	6155	5
-1	8486	5
0	2840	5
1	9348	5
2	9250	5
3	1927	5
4	6097	5
5	8910	5
6	3164	5
7	2922	5
8	5857	5
9	1498	5
10	3848	5
11	5117	5
12	1456	5
13	3045	5
14	4800	5
15	1241	5
16	3053	5
17	4666	5
18	1518	5
19	2882	5
20	4100	5
21	1312	5
22	2739	5
23	4749	5
24	1631	5
25	3355	5
-20	2410	3
-19	939	3
-18	1737	3
-17	3197	3
-16	825	3
-15	2234	3
-14	3539	3
-13	679	3
-12	485	3
-11	363	3
-10	358	3
-9	398	3
-8	384	3
-7	238	3
-6	376	3
-5	318	3
-4	331	3
-3	316	3
-2	444	3
-1	404	3
0	338	3
1	317	3
2	1244	3
3	546	3
4	719	3
5	652	3
6	622	3
7	541	3
8	345	3
9	371	3
10	376	3
11	8066	3
12	1384	3
13	396	3
14	353	3
15	446	3
16	463	3
17	415	3
18	490	3
19	727	3
20	524	3
21	504	3
22	843	3
23	387	3
24	496	3
25	551	3
