Position	Counts	End
-20	941	5
-19	1150	5
-18	1235	5
-17	1053	5
-16	1611	5
-15	1081	5
-14	900	5
-13	1076	5
-12	912	5
-11	1252	5
-10	5099	5
-9	50418	5
-8	270684	5
-7	173379	5
-6	31132	5
-5	34064	5
-4	37333	5
-3	24507	5
-2	37503	5
-1	27451	5
0	21241	5
1	62825	5
2	41224	5
3	11606	5
4	28073	5
5	38198	5
6	14933	5
7	18451	5
8	18254	5
9	7647	5
10	31890	5
11	22232	5
12	10476	5
13	24635	5
14	20592	5
15	12996	5
16	34324	5
17	32193	5
18	15598	5
19	29431	5
20	25368	5
21	10756	5
22	32439	5
23	27146	5
24	12574	5
25	31957	5
-20	43794	3
-19	18277	3
-18	51364	3
-17	41936	3
-16	15736	3
-15	38085	3
-14	28208	3
-13	7621	3
-12	4426	3
-11	5511	3
-10	3838	3
-9	3599	3
-8	3305	3
-7	1977	3
-6	1960	3
-5	2194	3
-4	1243	3
-3	1077	3
-2	1275	3
-1	1089	3
0	1135	3
1	1002	3
2	1757	3
3	928	3
4	825	3
5	786	3
6	823	3
7	770	3
8	841	3
9	644	3
10	731	3
11	752	3
12	616	3
13	677	3
14	740	3
15	652	3
16	652	3
17	729	3
18	707	3
19	663	3
20	728	3
21	650	3
22	649	3
23	664	3
24	658	3
25	631	3
