Position	Counts	End
-20	1989	5
-19	1773	5
-18	1660	5
-17	1499	5
-16	1730	5
-15	1460	5
-14	1213	5
-13	1382	5
-12	1185	5
-11	1641	5
-10	16846	5
-9	113188	5
-8	209897	5
-7	136732	5
-6	50091	5
-5	55170	5
-4	40707	5
-3	30315	5
-2	58185	5
-1	38566	5
0	44346	5
1	66335	5
2	38221	5
3	65882	5
4	33879	5
5	95784	5
6	21037	5
7	34119	5
8	35524	5
9	33830	5
10	48793	5
11	27642	5
12	22719	5
13	43960	5
14	29977	5
15	18860	5
16	38439	5
17	26705	5
18	18816	5
19	30851	5
20	21127	5
21	19183	5
22	30285	5
23	19936	5
24	15679	5
25	27455	5
-20	8274	3
-19	8840	3
-18	13125	3
-17	7788	3
-16	4691	3
-15	7217	3
-14	3613	3
-13	616	3
-12	214	3
-11	195	3
-10	198	3
-9	159	3
-8	162	3
-7	159	3
-6	115	3
-5	158	3
-4	147	3
-3	95	3
-2	122	3
-1	147	3
0	169	3
1	143	3
2	104	3
3	115	3
4	128	3
5	140	3
6	86	3
7	93	3
8	114	3
9	81	3
10	81	3
11	89	3
12	92	3
13	102	3
14	118	3
15	192	3
16	299	3
17	148	3
18	91	3
19	98	3
20	115	3
21	112	3
22	108	3
23	102	3
24	129	3
25	104	3
