Position	Counts	End
-20	2260	5
-19	2000	5
-18	2432	5
-17	2145	5
-16	1934	5
-15	2061	5
-14	1960	5
-13	1875	5
-12	1904	5
-11	1541	5
-10	1548	5
-9	8418	5
-8	210930	5
-7	389374	5
-6	80149	5
-5	50624	5
-4	82001	5
-3	26198	5
-2	39591	5
-1	59553	5
0	18039	5
1	57895	5
2	71962	5
3	16286	5
4	38459	5
5	90102	5
6	20034	5
7	39511	5
8	60395	5
9	19897	5
10	41733	5
11	71274	5
12	17546	5
13	36404	5
14	71095	5
15	17415	5
16	36715	5
17	75047	5
18	17551	5
19	37534	5
20	69220	5
21	16628	5
22	39288	5
23	71520	5
24	18042	5
25	36315	5
-20	31582	3
-19	7031	3
-18	17586	3
-17	34296	3
-16	7088	3
-15	3125	3
-14	4654	3
-13	1409	3
-12	551	3
-11	305	3
-10	308	3
-9	269	3
-8	231	3
-7	228	3
-6	208	3
-5	174	3
-4	193	3
-3	253	3
-2	194	3
-1	167	3
0	209	3
1	161	3
2	225	3
3	139	3
4	161	3
5	160	3
6	142	3
7	126	3
8	148	3
9	131	3
10	96	3
11	150	3
12	141	3
13	123	3
14	148	3
15	123	3
16	157	3
17	163	3
18	147	3
19	165	3
20	126	3
21	132	3
22	138	3
23	126	3
24	123	3
25	116	3
