Position	Counts	End
-20	1070	5
-19	1221	5
-18	1395	5
-17	1626	5
-16	1888	5
-15	2076	5
-14	1718	5
-13	1667	5
-12	1619	5
-11	1895	5
-10	1658	5
-9	1653	5
-8	1705	5
-7	1937	5
-6	1795	5
-5	1725	5
-4	1753	5
-3	1771	5
-2	1594	5
-1	1654	5
0	1465	5
1	1501	5
2	1605	5
3	1863	5
4	1396	5
5	1849	5
6	2473	5
7	1418	5
8	1267	5
9	1548	5
10	1950	5
11	1773	5
12	1735	5
13	1938	5
14	1966	5
15	1729	5
16	1816	5
17	1829	5
18	1769	5
19	1748	5
20	1634	5
21	1734	5
22	1855	5
23	1602	5
24	1796	5
25	1669	5
-20	2799	3
-19	2846	3
-18	2894	3
-17	2611	3
-16	2859	3
-15	2920	3
-14	2618	3
-13	2479	3
-12	2626	3
-11	2589	3
-10	2582	3
-9	2684	3
-8	2626	3
-7	2775	3
-6	2894	3
-5	2927	3
-4	2681	3
-3	2882	3
-2	2957	3
-1	2697	3
0	3050	3
1	3262	3
2	3015	3
3	2964	3
4	3464	3
5	3091	3
6	3087	3
7	3315	3
8	3240	3
9	3045	3
10	3180	3
11	3040	3
12	3213	3
13	3520	3
14	3413	3
15	3480	3
16	3366	3
17	3359	3
18	3444	3
19	3527	3
20	3451	3
21	3378	3
22	3688	3
23	3776	3
24	3797	3
25	3678	3
