Position	Counts	End
-20	1056	5
-19	793	5
-18	763	5
-17	652	5
-16	617	5
-15	633	5
-14	575	5
-13	608	5
-12	458	5
-11	513	5
-10	772	5
-9	2979	5
-8	29803	5
-7	76172	5
-6	13459	5
-5	18051	5
-4	23490	5
-3	5776	5
-2	9194	5
-1	13737	5
0	4165	5
1	8602	5
2	22752	5
3	4842	5
4	4338	5
5	32301	5
6	1847	5
7	6492	5
8	12808	5
9	4448	5
10	7608	5
11	9592	5
12	2928	5
13	8172	5
14	11352	5
15	3427	5
16	7624	5
17	10920	5
18	3069	5
19	7583	5
20	11342	5
21	3384	5
22	7734	5
23	11324	5
24	3461	5
25	8921	5
-20	9924	3
-19	3711	3
-18	10295	3
-17	11477	3
-16	5239	3
-15	27350	3
-14	32296	3
-13	12639	3
-12	1800	3
-11	1407	3
-10	1183	3
-9	704	3
-8	709	3
-7	787	3
-6	702	3
-5	488	3
-4	622	3
-3	358	3
-2	446	3
-1	457	3
0	535	3
1	397	3
2	300	3
3	254	3
4	295	3
5	235	3
6	221	3
7	252	3
8	248	3
9	257	3
10	177	3
11	185	3
12	276	3
13	200	3
14	166	3
15	186	3
16	195	3
17	257	3
18	157	3
19	163	3
20	175	3
21	176	3
22	197	3
23	141	3
24	151	3
25	136	3
