Position	Counts	End
-20	986	5
-19	846	5
-18	969	5
-17	937	5
-16	971	5
-15	1823	5
-14	1009	5
-13	959	5
-12	777	5
-11	969	5
-10	1745	5
-9	10827	5
-8	85162	5
-7	106184	5
-6	11002	5
-5	12286	5
-4	13489	5
-3	4435	5
-2	8588	5
-1	9659	5
0	3280	5
1	12494	5
2	8881	5
3	2667	5
4	7139	5
5	14440	5
6	5612	5
7	8418	5
8	11149	5
9	3022	5
10	12504	5
11	12274	5
12	3514	5
13	11065	5
14	14852	5
15	3180	5
16	11027	5
17	15954	5
18	3014	5
19	11824	5
20	13216	5
21	3404	5
22	12799	5
23	14435	5
24	3925	5
25	12122	5
-20	10028	3
-19	1922	3
-18	7972	3
-17	10644	3
-16	4050	3
-15	18433	3
-14	23475	3
-13	2498	3
-12	1095	3
-11	898	3
-10	628	3
-9	480	3
-8	399	3
-7	373	3
-6	356	3
-5	321	3
-4	314	3
-3	323	3
-2	278	3
-1	223	3
0	203	3
1	215	3
2	163	3
3	145	3
4	164	3
5	140	3
6	166	3
7	148	3
8	136	3
9	120	3
10	121	3
11	176	3
12	148	3
13	110	3
14	111	3
15	134	3
16	145	3
17	113	3
18	85	3
19	108	3
20	93	3
21	91	3
22	129	3
23	113	3
24	133	3
25	142	3
