Position	Counts	End
-20	6849	5
-19	4910	5
-18	5308	5
-17	5580	5
-16	4285	5
-15	4945	5
-14	5613	5
-13	3994	5
-12	4287	5
-11	3657	5
-10	4226	5
-9	19900	5
-8	145930	5
-7	1414308	5
-6	298227	5
-5	62663	5
-4	192649	5
-3	59141	5
-2	23966	5
-1	136178	5
0	45025	5
1	42115	5
2	161484	5
3	32280	5
4	16642	5
5	160510	5
6	39813	5
7	7420	5
8	106535	5
9	37543	5
10	26819	5
11	99767	5
12	33814	5
13	17357	5
14	96249	5
15	32337	5
16	18220	5
17	84275	5
18	26965	5
19	15453	5
20	77343	5
21	24779	5
22	13717	5
23	67927	5
24	21571	5
25	12307	5
-20	20286	3
-19	5512	3
-18	4267	3
-17	21658	3
-16	6655	3
-15	4930	3
-14	15110	3
-13	5873	3
-12	1834	3
-11	572	3
-10	235	3
-9	295	3
-8	162	3
-7	403	3
-6	204	3
-5	293	3
-4	324	3
-3	341	3
-2	411	3
-1	330	3
0	348	3
1	224	3
2	287	3
3	284	3
4	407	3
5	268	3
6	483	3
7	338	3
8	254	3
9	258	3
10	338	3
11	511	3
12	439	3
13	254	3
14	372	3
15	469	3
16	415	3
17	537	3
18	466	3
19	590	3
20	460	3
21	415	3
22	542	3
23	691	3
24	584	3
25	615	3
