Position	Counts	End
-20	7354	5
-19	7805	5
-18	8725	5
-17	7056	5
-16	6776	5
-15	7288	5
-14	6508	5
-13	6286	5
-12	6410	5
-11	4800	5
-10	4484	5
-9	19848	5
-8	228753	5
-7	289932	5
-6	46917	5
-5	77857	5
-4	102996	5
-3	33299	5
-2	70592	5
-1	78331	5
0	20942	5
1	99197	5
2	93703	5
3	20640	5
4	82293	5
5	140540	5
6	30020	5
7	71661	5
8	89793	5
9	24451	5
10	82866	5
11	98733	5
12	22038	5
13	72568	5
14	96434	5
15	19863	5
16	70427	5
17	97197	5
18	20720	5
19	69559	5
20	88160	5
21	19811	5
22	71383	5
23	87588	5
24	18723	5
25	65476	5
-20	51069	3
-19	9448	3
-18	42267	3
-17	52620	3
-16	9782	3
-15	19150	3
-14	23806	3
-13	4268	3
-12	1572	3
-11	1676	3
-10	802	3
-9	793	3
-8	610	3
-7	527	3
-6	445	3
-5	345	3
-4	375	3
-3	458	3
-2	381	3
-1	294	3
0	340	3
1	310	3
2	403	3
3	252	3
4	288	3
5	305	3
6	244	3
7	250	3
8	298	3
9	307	3
10	236	3
11	255	3
12	293	3
13	261	3
14	297	3
15	251	3
16	392	3
17	386	3
18	334	3
19	354	3
20	288	3
21	258	3
22	342	3
23	267	3
24	308	3
25	293	3
