Position	Counts	End
-20	202	5
-19	221	5
-18	178	5
-17	209	5
-16	185	5
-15	3748	5
-14	447	5
-13	199	5
-12	161	5
-11	170	5
-10	116	5
-9	338	5
-8	2986	5
-7	28054	5
-6	7945	5
-5	2210	5
-4	8960	5
-3	3014	5
-2	1453	5
-1	6730	5
0	2691	5
1	3075	5
2	9871	5
3	2234	5
4	2334	5
5	9892	5
6	2433	5
7	243	5
8	5044	5
9	1726	5
10	1017	5
11	4306	5
12	1417	5
13	876	5
14	3465	5
15	1387	5
16	684	5
17	3054	5
18	1192	5
19	647	5
20	2235	5
21	771	5
22	562	5
23	1821	5
24	707	5
25	456	5
-20	1090	3
-19	309	3
-18	219	3
-17	1025	3
-16	367	3
-15	404	3
-14	1444	3
-13	618	3
-12	198	3
-11	100	3
-10	80	3
-9	53	3
-8	67	3
-7	48	3
-6	183	3
-5	95	3
-4	77	3
-3	64	3
-2	40	3
-1	35	3
0	51	3
1	96	3
2	239	3
3	78	3
4	129	3
5	78	3
6	311	3
7	113	3
8	65	3
9	54	3
10	39	3
11	1030	3
12	265	3
13	62	3
14	79	3
15	115	3
16	107	3
17	42	3
18	122	3
19	274	3
20	88	3
21	34	3
22	43	3
23	36	3
24	24	3
25	49	3
