Position	Counts	End
-20	15	5
-19	28	5
-18	23	5
-17	22	5
-16	29	5
-15	24	5
-14	10	5
-13	17	5
-12	20	5
-11	28	5
-10	20	5
-9	52	5
-8	101	5
-7	167	5
-6	69	5
-5	38	5
-4	61	5
-3	39	5
-2	42	5
-1	33	5
0	50	5
1	44	5
2	54	5
3	32	5
4	64	5
5	73	5
6	61	5
7	10	5
8	48	5
9	36	5
10	48	5
11	51	5
12	26	5
13	38	5
14	55	5
15	27	5
16	46	5
17	61	5
18	53	5
19	56	5
20	58	5
21	48	5
22	73	5
23	80	5
24	58	5
25	78	5
-20	108	3
-19	90	3
-18	50	3
-17	54	3
-16	87	3
-15	123	3
-14	101	3
-13	48	3
-12	24	3
-11	23	3
-10	31	3
-9	20	3
-8	23	3
-7	18	3
-6	20	3
-5	19	3
-4	10	3
-3	13	3
-2	23	3
-1	12	3
0	21	3
1	23	3
2	15	3
3	9	3
4	11	3
5	11	3
6	20	3
7	8	3
8	9	3
9	13	3
10	9	3
11	9	3
12	15	3
13	18	3
14	17	3
15	19	3
16	10	3
17	15	3
18	9	3
19	9	3
20	10	3
21	13	3
22	4	3
23	13	3
24	11	3
25	12	3
