Position	Counts	End
-20	218	5
-19	223	5
-18	204	5
-17	270	5
-16	210	5
-15	237	5
-14	246	5
-13	188	5
-12	202	5
-11	234	5
-10	234	5
-9	600	5
-8	4031	5
-7	4069	5
-6	881	5
-5	1334	5
-4	1783	5
-3	575	5
-2	1366	5
-1	1361	5
0	646	5
1	2315	5
2	2303	5
3	519	5
4	1873	5
5	3770	5
6	52	5
7	94	5
8	757	5
9	406	5
10	910	5
11	1409	5
12	451	5
13	993	5
14	1691	5
15	404	5
16	1272	5
17	1339	5
18	478	5
19	1140	5
20	1329	5
21	443	5
22	1114	5
23	1381	5
24	466	5
25	1171	5
-20	476	3
-19	156	3
-18	346	3
-17	558	3
-16	89	3
-15	152	3
-14	190	3
-13	58	3
-12	37	3
-11	50	3
-10	27	3
-9	11	3
-8	13	3
-7	21	3
-6	13	3
-5	11	3
-4	22	3
-3	11	3
-2	13	3
-1	6	3
0	9	3
1	7	3
2	21	3
3	11	3
4	8	3
5	10	3
6	11	3
7	15	3
8	13	3
9	12	3
10	7	3
11	14	3
12	18	3
13	6	3
14	12	3
15	11	3
16	16	3
17	16	3
18	14	3
19	17	3
20	16	3
21	19	3
22	14	3
23	8	3
24	11	3
25	149	3
