Position	Counts	End
-20	1788	5
-19	2001	5
-18	1845	5
-17	1798	5
-16	1816	5
-15	1780	5
-14	1580	5
-13	1725	5
-12	1483	5
-11	1507	5
-10	3662	5
-9	14932	5
-8	32070	5
-7	17459	5
-6	9929	5
-5	16303	5
-4	13094	5
-3	13036	5
-2	17446	5
-1	11589	5
0	13025	5
1	22029	5
2	11580	5
3	11969	5
4	21658	5
5	19142	5
6	15066	5
7	7181	5
8	6923	5
9	7267	5
10	18316	5
11	10884	5
12	9006	5
13	15038	5
14	11339	5
15	8865	5
16	17717	5
17	10799	5
18	9282	5
19	17241	5
20	10304	5
21	8979	5
22	17873	5
23	10746	5
24	9511	5
25	17035	5
-20	2741	3
-19	2108	3
-18	4498	3
-17	2644	3
-16	1636	3
-15	2828	3
-14	1564	3
-13	716	3
-12	520	3
-11	832	3
-10	396	3
-9	452	3
-8	456	3
-7	290	3
-6	242	3
-5	264	3
-4	199	3
-3	124	3
-2	171	3
-1	120	3
0	128	3
1	137	3
2	150	3
3	62	3
4	102	3
5	85	3
6	75	3
7	117	3
8	96	3
9	81	3
10	92	3
11	120	3
12	101	3
13	110	3
14	126	3
15	117	3
16	146	3
17	102	3
18	107	3
19	127	3
20	136	3
21	119	3
22	128	3
23	110	3
24	113	3
25	124	3
