Position	Counts	End
-20	835	5
-19	805	5
-18	991	5
-17	848	5
-16	852	5
-15	983	5
-14	852	5
-13	795	5
-12	747	5
-11	624	5
-10	679	5
-9	4930	5
-8	122806	5
-7	181081	5
-6	18361	5
-5	28374	5
-4	40494	5
-3	9490	5
-2	24892	5
-1	32627	5
0	5818	5
1	41489	5
2	40211	5
3	6204	5
4	29929	5
5	60876	5
6	9159	5
7	35907	5
8	44455	5
9	8857	5
10	34687	5
11	45312	5
12	7146	5
13	31159	5
14	48833	5
15	6575	5
16	28902	5
17	50324	5
18	6918	5
19	29918	5
20	44249	5
21	6644	5
22	32557	5
23	47363	5
24	7958	5
25	29550	5
-20	19161	3
-19	2494	3
-18	13043	3
-17	21266	3
-16	2476	3
-15	5514	3
-14	7252	3
-13	1035	3
-12	401	3
-11	334	3
-10	196	3
-9	184	3
-8	171	3
-7	130	3
-6	104	3
-5	102	3
-4	82	3
-3	130	3
-2	85	3
-1	74	3
0	77	3
1	81	3
2	98	3
3	65	3
4	71	3
5	61	3
6	40	3
7	59	3
8	74	3
9	63	3
10	46	3
11	64	3
12	75	3
13	63	3
14	64	3
15	72	3
16	128	3
17	83	3
18	75	3
19	69	3
20	53	3
21	53	3
22	69	3
23	48	3
24	63	3
25	62	3
