Position	Counts	End
-20	55	5
-19	70	5
-18	89	5
-17	76	5
-16	84	5
-15	155	5
-14	60	5
-13	88	5
-12	78	5
-11	65	5
-10	108	5
-9	1119	5
-8	12318	5
-7	11058	5
-6	1771	5
-5	2429	5
-4	3287	5
-3	1075	5
-2	2453	5
-1	1974	5
0	976	5
1	4349	5
2	4113	5
3	833	5
4	3101	5
5	5440	5
6	68	5
7	142	5
8	985	5
9	549	5
10	1313	5
11	1876	5
12	822	5
13	1718	5
14	2420	5
15	551	5
16	2253	5
17	2305	5
18	806	5
19	1872	5
20	2123	5
21	634	5
22	1742	5
23	2234	5
24	709	5
25	1970	5
-20	1137	3
-19	324	3
-18	729	3
-17	1262	3
-16	215	3
-15	361	3
-14	428	3
-13	112	3
-12	59	3
-11	81	3
-10	50	3
-9	34	3
-8	31	3
-7	28	3
-6	9	3
-5	18	3
-4	13	3
-3	9	3
-2	18	3
-1	10	3
0	4	3
1	2	3
2	27	3
3	16	3
4	10	3
5	14	3
6	10	3
7	13	3
8	11	3
9	10	3
10	9	3
11	9	3
12	18	3
13	8	3
14	6	3
15	14	3
16	13	3
17	8	3
18	7	3
19	11	3
20	14	3
21	16	3
22	10	3
23	5	3
24	2	3
25	168	3
