Position	Counts	End
-20	723	5
-19	649	5
-18	659	5
-17	700	5
-16	750	5
-15	766	5
-14	625	5
-13	667	5
-12	750	5
-11	2611	5
-10	24896	5
-9	93767	5
-8	105567	5
-7	58432	5
-6	34351	5
-5	25775	5
-4	19032	5
-3	23126	5
-2	25123	5
-1	17141	5
0	31231	5
1	23891	5
2	14429	5
3	42944	5
4	12440	5
5	39745	5
6	10000	5
7	13542	5
8	13099	5
9	18870	5
10	17118	5
11	10101	5
12	14822	5
13	16903	5
14	10876	5
15	11848	5
16	16082	5
17	9568	5
18	12217	5
19	12347	5
20	7790	5
21	13352	5
22	12240	5
23	7554	5
24	11141	5
25	12264	5
-20	4099	3
-19	6980	3
-18	6779	3
-17	3002	3
-16	3812	3
-15	3907	3
-14	1254	3
-13	398	3
-12	202	3
-11	180	3
-10	156	3
-9	134	3
-8	128	3
-7	102	3
-6	103	3
-5	105	3
-4	110	3
-3	56	3
-2	88	3
-1	123	3
0	127	3
1	99	3
2	74	3
3	75	3
4	68	3
5	60	3
6	64	3
7	54	3
8	60	3
9	56	3
10	61	3
11	34	3
12	66	3
13	44	3
14	69	3
15	81	3
16	84	3
17	72	3
18	69	3
19	45	3
20	47	3
21	53	3
22	68	3
23	46	3
24	60	3
25	44	3
