Position	Counts	End
-20	1091	5
-19	1067	5
-18	1049	5
-17	942	5
-16	858	5
-15	810	5
-14	772	5
-13	666	5
-12	732	5
-11	1077	5
-10	8253	5
-9	38779	5
-8	64956	5
-7	40234	5
-6	18331	5
-5	27770	5
-4	18562	5
-3	12493	5
-2	22617	5
-1	16198	5
0	16640	5
1	21906	5
2	12021	5
3	24550	5
4	9977	5
5	32919	5
6	6850	5
7	10349	5
8	12723	5
9	12301	5
10	18095	5
11	10545	5
12	8762	5
13	18640	5
14	12963	5
15	9313	5
16	17274	5
17	13472	5
18	10844	5
19	16278	5
20	11937	5
21	12175	5
22	17108	5
23	12569	5
24	11219	5
25	17939	5
-20	13344	3
-19	12309	3
-18	17166	3
-17	11369	3
-16	10977	3
-15	18097	3
-14	13320	3
-13	4383	3
-12	2946	3
-11	2410	3
-10	2312	3
-9	2177	3
-8	2485	3
-7	1718	3
-6	1433	3
-5	1178	3
-4	1192	3
-3	646	3
-2	872	3
-1	733	3
0	985	3
1	788	3
2	474	3
3	588	3
4	511	3
5	518	3
6	369	3
7	385	3
8	424	3
9	365	3
10	365	3
11	313	3
12	337	3
13	270	3
14	364	3
15	282	3
16	307	3
17	217	3
18	225	3
19	217	3
20	193	3
21	222	3
22	217	3
23	179	3
24	214	3
25	174	3
