Position	Counts	End
-20	2031	5
-19	1247	5
-18	1249	5
-17	1124	5
-16	1214	5
-15	5015	5
-14	2010	5
-13	1289	5
-12	1027	5
-11	1201	5
-10	940	5
-9	1114	5
-8	1152	5
-7	1493	5
-6	1505	5
-5	1081	5
-4	1160	5
-3	1260	5
-2	1141	5
-1	1352	5
0	1334	5
1	1096	5
2	1028	5
3	1205	5
4	1144	5
5	2434	5
6	2326	5
7	1199	5
8	6004	5
9	2253	5
10	2536	5
11	2192	5
12	2191	5
13	1436	5
14	1568	5
15	1767	5
16	1543	5
17	1920	5
18	2257	5
19	1846	5
20	1784	5
21	2473	5
22	1994	5
23	2208	5
24	2464	5
25	2102	5
-20	3120	3
-19	4065	3
-18	3070	3
-17	3501	3
-16	3870	3
-15	3427	3
-14	3405	3
-13	4794	3
-12	3506	3
-11	3356	3
-10	4116	3
-9	3464	3
-8	3981	3
-7	5013	3
-6	3597	3
-5	4182	3
-4	4717	3
-3	3507	3
-2	5164	3
-1	4952	3
0	4522	3
1	4748	3
2	3470	3
3	5357	3
4	5524	3
5	4877	3
6	4508	3
7	4542	3
8	4618	3
9	4744	3
10	5085	3
11	4966	3
12	5381	3
13	5501	3
14	4934	3
15	4320	3
16	4263	3
17	4163	3
18	4383	3
19	4771	3
20	4218	3
21	4998	3
22	5060	3
23	4854	3
24	4489	3
25	4783	3
