Position	Counts	End
-20	293	5
-19	370	5
-18	499	5
-17	526	5
-16	585	5
-15	651	5
-14	644	5
-13	884	5
-12	661	5
-11	664	5
-10	652	5
-9	1758	5
-8	33157	5
-7	39452	5
-6	12672	5
-5	26976	5
-4	28904	5
-3	14339	5
-2	18075	5
-1	15473	5
0	8962	5
1	9138	5
2	8640	5
3	3087	5
4	3699	5
5	7932	5
6	1163	5
7	928	5
8	3277	5
9	1588	5
10	4003	5
11	4456	5
12	1455	5
13	3478	5
14	5340	5
15	1883	5
16	5764	5
17	8507	5
18	2577	5
19	5398	5
20	6778	5
21	2477	5
22	5570	5
23	6617	5
24	2847	5
25	7566	5
-20	1281	3
-19	316	3
-18	1027	3
-17	1087	3
-16	288	3
-15	1010	3
-14	1813	3
-13	542	3
-12	283	3
-11	239	3
-10	213	3
-9	225	3
-8	179	3
-7	175	3
-6	182	3
-5	155	3
-4	170	3
-3	182	3
-2	287	3
-1	109	3
0	181	3
1	130	3
2	106	3
3	82	3
4	67	3
5	62	3
6	57	3
7	85	3
8	71	3
9	100	3
10	77	3
11	36	3
12	51	3
13	68	3
14	66	3
15	83	3
16	103	3
17	131	3
18	103	3
19	128	3
20	115	3
21	85	3
22	98	3
23	99	3
24	82	3
25	92	3
