Position	Counts	End
-20	874	5
-19	844	5
-18	828	5
-17	827	5
-16	841	5
-15	924	5
-14	685	5
-13	796	5
-12	749	5
-11	1434	5
-10	17021	5
-9	91494	5
-8	159772	5
-7	90205	5
-6	34883	5
-5	33838	5
-4	27434	5
-3	21176	5
-2	32712	5
-1	21156	5
0	29393	5
1	39472	5
2	23342	5
3	46617	5
4	21550	5
5	60927	5
6	13489	5
7	17792	5
8	18135	5
9	20497	5
10	27380	5
11	14852	5
12	15210	5
13	25269	5
14	17238	5
15	12846	5
16	23177	5
17	15448	5
18	13243	5
19	18864	5
20	12492	5
21	13117	5
22	18680	5
23	12219	5
24	11052	5
25	17674	5
-20	5688	3
-19	6321	3
-18	8463	3
-17	4762	3
-16	3009	3
-15	4333	3
-14	1972	3
-13	498	3
-12	240	3
-11	264	3
-10	151	3
-9	112	3
-8	113	3
-7	79	3
-6	94	3
-5	88	3
-4	87	3
-3	64	3
-2	69	3
-1	90	3
0	100	3
1	91	3
2	66	3
3	64	3
4	65	3
5	77	3
6	49	3
7	70	3
8	53	3
9	40	3
10	50	3
11	61	3
12	44	3
13	51	3
14	68	3
15	105	3
16	159	3
17	114	3
18	63	3
19	60	3
20	56	3
21	57	3
22	63	3
23	51	3
24	81	3
25	65	3
