Position	Counts	End
-20	50	5
-19	69	5
-18	84	5
-17	77	5
-16	74	5
-15	55	5
-14	51	5
-13	93	5
-12	74	5
-11	78	5
-10	121	5
-9	169	5
-8	960	5
-7	6436	5
-6	1837	5
-5	1692	5
-4	4580	5
-3	1353	5
-2	917	5
-1	3992	5
0	1304	5
1	1552	5
2	3965	5
3	1327	5
4	684	5
5	3840	5
6	1247	5
7	251	5
8	2455	5
9	1097	5
10	1015	5
11	1795	5
12	711	5
13	563	5
14	1793	5
15	571	5
16	808	5
17	2127	5
18	868	5
19	993	5
20	2316	5
21	1018	5
22	1563	5
23	2423	5
24	1072	5
25	1048	5
-20	19707	3
-19	6344	3
-18	7003	3
-17	18731	3
-16	6762	3
-15	2124	3
-14	2350	3
-13	1647	3
-12	868	3
-11	591	3
-10	446	3
-9	352	3
-8	274	3
-7	259	3
-6	218	3
-5	149	3
-4	125	3
-3	87	3
-2	73	3
-1	100	3
0	109	3
1	121	3
2	65	3
3	49	3
4	88	3
5	62	3
6	70	3
7	55	3
8	51	3
9	63	3
10	38	3
11	39	3
12	47	3
13	51	3
14	41	3
15	60	3
16	47	3
17	66	3
18	52	3
19	41	3
20	54	3
21	53	3
22	64	3
23	61	3
24	52	3
25	60	3
