Position	Counts	End
-20	871	5
-19	781	5
-18	999	5
-17	882	5
-16	1039	5
-15	1180	5
-14	930	5
-13	1076	5
-12	966	5
-11	1128	5
-10	7594	5
-9	78892	5
-8	241551	5
-7	171314	5
-6	26742	5
-5	53810	5
-4	40072	5
-3	14806	5
-2	47692	5
-1	35402	5
0	21673	5
1	54277	5
2	32592	5
3	30509	5
4	23724	5
5	77886	5
6	8557	5
7	20189	5
8	29031	5
9	15083	5
10	34285	5
11	23365	5
12	10163	5
13	28580	5
14	25313	5
15	8667	5
16	27322	5
17	22847	5
18	9065	5
19	23347	5
20	17802	5
21	9766	5
22	25427	5
23	20682	5
24	8850	5
25	23861	5
-20	10450	3
-19	5473	3
-18	13237	3
-17	10408	3
-16	3668	3
-15	8850	3
-14	8345	3
-13	958	3
-12	280	3
-11	316	3
-10	237	3
-9	212	3
-8	184	3
-7	228	3
-6	159	3
-5	181	3
-4	163	3
-3	108	3
-2	135	3
-1	154	3
0	168	3
1	195	3
2	101	3
3	88	3
4	104	3
5	109	3
6	98	3
7	104	3
8	89	3
9	104	3
10	91	3
11	54	3
12	85	3
13	54	3
14	86	3
15	91	3
16	117	3
17	89	3
18	69	3
19	85	3
20	78	3
21	77	3
22	92	3
23	79	3
24	79	3
25	84	3
